Make,Model,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,MSRP
Hyundai,Veloster,regular unleaded,138.0,4.0,MANUAL,front wheel drive,3.0,Compact,2dr Hatchback,18000
Hyundai,Veloster,regular unleaded,201.0,4.0,MANUAL,front wheel drive,3.0,Compact,2dr Hatchback,22600
Hyundai,Veloster,regular unleaded,201.0,4.0,MANUAL,front wheel drive,3.0,Compact,2dr Hatchback,21600
Hyundai,Veloster,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3.0,Compact,2dr Hatchback,19100
Hyundai,Veloster,regular unleaded,132.0,4.0,MANUAL,front wheel drive,3.0,Compact,2dr Hatchback,18000
Hyundai,Veloster,regular unleaded,201.0,4.0,MANUAL,front wheel drive,3.0,Compact,2dr Hatchback,23950
Hyundai,Veloster,regular unleaded,201.0,4.0,MANUAL,front wheel drive,3.0,Compact,2dr Hatchback,21600
Hyundai,Veloster,regular unleaded,201.0,4.0,AUTOMATED_MANUAL,front wheel drive,3.0,Compact,2dr Hatchback,23800
Hyundai,Veloster,regular unleaded,201.0,4.0,MANUAL,front wheel drive,3.0,Compact,2dr Hatchback,22600
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,31790
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,33790
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24040
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,26340
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Cargo Minivan,22440
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,29740
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,21365
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,22465
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,31490
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,25165
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,29240
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,30240
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,30575
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,33625
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,26675
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Cargo Minivan,22600
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,21475
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23225
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,30760
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Cargo Minivan,23165
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,26835
Chevrolet,Venture,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23365
Toyota,Venza,regular unleaded,181.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,31510
Toyota,Venza,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,39020
Toyota,Venza,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,31120
Toyota,Venza,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,37570
Toyota,Venza,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,29670
Toyota,Venza,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,33330
Toyota,Venza,regular unleaded,181.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,27850
Toyota,Venza,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,32960
Toyota,Venza,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,34780
Toyota,Venza,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,29300
Toyota,Venza,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,29770
Toyota,Venza,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,39570
Toyota,Venza,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,29400
Toyota,Venza,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,33630
Toyota,Venza,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,35080
Toyota,Venza,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,31220
Toyota,Venza,regular unleaded,181.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,27950
Toyota,Venza,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,38120
Toyota,Venza,regular unleaded,181.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,31810
Toyota,Venza,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,33260
Toyota,Venza,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,35600
Toyota,Venza,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,33560
Toyota,Venza,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,39940
Toyota,Venza,regular unleaded,181.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,29065
Toyota,Venza,regular unleaded,181.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,32110
Toyota,Venza,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,34150
Toyota,Venza,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,30515
Hyundai,Veracruz,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,35895
Hyundai,Veracruz,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28145
Hyundai,Veracruz,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,34195
Hyundai,Veracruz,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30045
Hyundai,Veracruz,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28345
Hyundai,Veracruz,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,34395
Hyundai,Veracruz,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,36095
Hyundai,Veracruz,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30245
Hyundai,Veracruz,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30245
Hyundai,Veracruz,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,36195
Hyundai,Veracruz,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,34495
Hyundai,Veracruz,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28345
Buick,Verano,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,21065
Buick,Verano,premium unleaded (recommended),250.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,29215
Buick,Verano,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,27050
Buick,Verano,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25020
Buick,Verano,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,23380
Buick,Verano,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,23480
Buick,Verano,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24475
Buick,Verano,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24065
Buick,Verano,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,21065
Buick,Verano,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,26505
Buick,Verano,premium unleaded (recommended),250.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28670
Buick,Verano,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,21065
Buick,Verano,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,26555
Buick,Verano,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24115
Suzuki,Verona,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,19349
Suzuki,Verona,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,21049
Suzuki,Verona,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,17549
Suzuki,Verona,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,20549
Suzuki,Verona,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,20299
Suzuki,Verona,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,18299
Nissan,Versa Note,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,17930
Nissan,Versa Note,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,18660
Nissan,Versa Note,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,17960
Nissan,Versa Note,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,16330
Nissan,Versa Note,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,15430
Nissan,Versa Note,regular unleaded,109.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,14180
Nissan,Versa Note,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,17530
Nissan,Versa Note,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,16380
Nissan,Versa Note,regular unleaded,109.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,14230
Nissan,Versa Note,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,17980
Nissan,Versa Note,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,18710
Nissan,Versa Note,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,15480
Nissan,Versa Note,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,15480
Nissan,Versa Note,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,17980
Nissan,Versa Note,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,16380
Nissan,Versa Note,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,18710
Nissan,Versa,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,13990
Nissan,Versa,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,15530
Nissan,Versa,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,16890
Nissan,Versa,regular unleaded,109.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,11990
Nissan,Versa,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,17590
Nissan,Versa,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,13490
Nissan,Versa,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,14040
Nissan,Versa,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,13540
Nissan,Versa,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,15580
Nissan,Versa,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,17140
Nissan,Versa,regular unleaded,109.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,11990
Nissan,Versa,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,17280
Nissan,Versa,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,13680
Nissan,Versa,regular unleaded,109.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,11990
Nissan,Versa,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,14130
Nissan,Versa,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,15720
Bugatti,Veyron 16.4,premium unleaded (required),1001.0,16.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,2065902
Bugatti,Veyron 16.4,premium unleaded (required),1001.0,16.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,1500000
Bugatti,Veyron 16.4,premium unleaded (required),1001.0,16.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,1705769
Pontiac,Vibe,regular unleaded,126.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,16855
Pontiac,Vibe,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,16100
Pontiac,Vibe,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,16495
Pontiac,Vibe,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,20875
Pontiac,Vibe,regular unleaded,158.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,20475
Pontiac,Vibe,regular unleaded,158.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,20275
Pontiac,Vibe,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,16100
Pontiac,Vibe,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,20875
Pontiac,Vibe,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,17445
Acura,Vigor,regular unleaded,176.0,5.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,2000
Acura,Vigor,regular unleaded,176.0,5.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,2000
Acura,Vigor,regular unleaded,176.0,5.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,2000
Dodge,Viper,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,107995
Dodge,Viper,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,94995
Dodge,Viper,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,84995
Dodge,Viper,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,95895
Dodge,Viper,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,87895
Dodge,Viper,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,118795
Dodge,Viper,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,107995
Dodge,Viper,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,95895
Dodge,Viper,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,87895
Dodge,Viper,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,118795
Dodge,Viper,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,107995
Aston Martin,Virage,premium unleaded (required),490.0,12.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,208295
Aston Martin,Virage,premium unleaded (required),490.0,12.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,223295
Suzuki,Vitara,regular unleaded,127.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible SUV,16599
Suzuki,Vitara,regular unleaded,127.0,4.0,AUTOMATIC,four wheel drive,2.0,Compact,Convertible SUV,17999
Suzuki,Vitara,regular unleaded,127.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,17799
Suzuki,Vitara,regular unleaded,127.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,16999
Suzuki,Vitara,regular unleaded,127.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible SUV,15999
Suzuki,Vitara,regular unleaded,127.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,18199
Suzuki,Vitara,regular unleaded,127.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,19199
Suzuki,Vitara,regular unleaded,127.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,16799
Suzuki,Vitara,regular unleaded,127.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,18199
Suzuki,Vitara,regular unleaded,127.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,16999
Suzuki,Vitara,regular unleaded,127.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible SUV,15599
Suzuki,Vitara,regular unleaded,127.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,16799
Suzuki,Vitara,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,19199
Suzuki,Vitara,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,17999
Suzuki,Vitara,regular unleaded,165.0,6.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,18199
Suzuki,Vitara,regular unleaded,165.0,6.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,16999
Chrysler,Voyager,flex-fuel (unleaded/E85),180.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23525
Chrysler,Voyager,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,19160
Chrysler,Voyager,flex-fuel (unleaded/E85),180.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,23640
Chrysler,Voyager,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,16430
Chrysler,Voyager,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,19155
Chrysler,Voyager,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,20960
Chrysler,Voyager,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23790
Plymouth,Voyager,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,3.0,Midsize,Passenger Minivan,2000
Plymouth,Voyager,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,2000
Plymouth,Voyager,flex-fuel (unleaded/E85),158.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,2166
Plymouth,Voyager,flex-fuel (unleaded/E85),158.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,2110
Plymouth,Voyager,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,3.0,Midsize,Passenger Minivan,2000
Plymouth,Voyager,flex-fuel (unleaded/E85),158.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,2317
Plymouth,Voyager,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,3.0,Midsize,Passenger Minivan,2008
Ford,Windstar Cargo,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,3.0,Midsize,Cargo Minivan,20220
Ford,Windstar Cargo,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,3.0,Midsize,Cargo Minivan,20585
Ford,Windstar Cargo,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,3.0,Midsize,Cargo Minivan,21075
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,31115
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25000
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,27435
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,3.0,Midsize,Passenger Minivan,22185
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,28595
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,33765
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,28900
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,27460
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,26375
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,31630
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,34040
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22340
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,27870
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23070
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,26315
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,29230
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,34825
Ford,Windstar,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,31835
Rolls-Royce,Wraith,premium unleaded (required),624.0,12.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,284900
Rolls-Royce,Wraith,premium unleaded (required),624.0,12.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,294025
Rolls-Royce,Wraith,premium unleaded (required),624.0,12.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,304350
Subaru,WRX,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,37395
Subaru,WRX,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,31195
Subaru,WRX,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,38495
Subaru,WRX,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,34495
Subaru,WRX,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,29995
Subaru,WRX,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,29695
Subaru,WRX,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,26295
Subaru,WRX,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,28495
Subaru,WRX,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,34695
Subaru,WRX,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,39995
Subaru,WRX,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,28895
Subaru,WRX,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,38995
Subaru,WRX,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,30395
Subaru,WRX,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,31595
Subaru,WRX,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,30095
Subaru,WRX,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,26595
Subaru,WRX,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,39995
Subaru,WRX,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,26695
Subaru,WRX,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,30195
Subaru,WRX,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,30995
Subaru,WRX,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,32195
Subaru,WRX,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,28995
Subaru,WRX,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,35195
Suzuki,X-90,regular unleaded,95.0,4.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,2000
Suzuki,X-90,regular unleaded,95.0,4.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,2000
Suzuki,X-90,regular unleaded,95.0,4.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,2000
Suzuki,X-90,regular unleaded,95.0,4.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,2000
Suzuki,X-90,regular unleaded,95.0,4.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,2000
Suzuki,X-90,regular unleaded,95.0,4.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,2000
